filename,width,height,class,xmin,ymin,xmax,ymax
agri_0_9354.jpeg,512,512,weed,63,120,425,442
agri_0_9354.jpeg,512,512,weed,0,1,180,148
agri_0_7574.jpeg,512,512,crop,95,167,453,469
agri_0_8960.jpeg,512,512,weed,52,76,422,353
agri_0_417.jpeg,512,512,weed,7,75,511,411
agri_0_5994.jpeg,512,512,crop,59,17,419,512
agri_0_9892.jpeg,512,512,weed,21,234,239,473
agri_0_7055.jpeg,512,512,weed,35,104,499,397
agri_0_6697.jpeg,512,512,crop,27,3,468,512
agri_0_1630.jpeg,512,512,crop,12,14,435,511
agri_0_6701.jpeg,512,512,weed,120,175,369,405
agri_0_491.jpeg,512,512,crop,61,84,464,454
agri_0_6904.jpeg,512,512,crop,100,186,402,471
agri_0_6904.jpeg,512,512,crop,188,77,467,256
agri_0_3473.jpeg,512,512,weed,90,0,496,461
agri_0_8496.jpeg,512,512,weed,175,171,322,301
agri_0_8496.jpeg,512,512,weed,12,329,184,497
agri_0_8029.jpeg,512,512,crop,110,156,511,485
agri_0_8029.jpeg,512,512,crop,5,1,357,243
agri_0_1361.jpeg,512,512,crop,11,1,506,507
agri_0_4323.jpeg,512,512,crop,7,8,507,480
agri_0_5967.jpeg,512,512,weed,182,80,460,405
agri_0_1692.jpeg,512,512,weed,77,283,255,474
agri_0_1692.jpeg,512,512,weed,1,96,82,289
agri_0_1692.jpeg,512,512,weed,402,270,504,455
agri_0_7322.jpeg,512,512,crop,42,51,474,468
agri_0_596.jpeg,512,512,crop,65,54,512,420
agri_0_4645.jpeg,512,512,crop,87,24,427,475
agri_0_4488.jpeg,512,512,weed,93,172,411,417
agri_0_4488.jpeg,512,512,weed,24,13,165,149
agri_0_4488.jpeg,512,512,weed,394,65,512,185
agri_0_6312.jpeg,512,512,weed,75,72,333,442
agri_0_8886.jpeg,512,512,weed,100,103,452,356
agri_0_9266.jpeg,512,512,weed,176,169,388,385
agri_0_9810.jpeg,512,512,weed,101,149,414,374
agri_0_4009.jpeg,512,512,weed,90,157,371,411
agri_0_838.jpeg,512,512,crop,28,25,476,440
agri_0_838.jpeg,512,512,crop,20,94,161,211
agri_0_4793.jpeg,512,512,weed,101,115,288,400
agri_0_6461.jpeg,512,512,crop,79,106,109,152
agri_0_6461.jpeg,512,512,crop,152,118,224,199
agri_0_6461.jpeg,512,512,crop,189,219,240,281
agri_0_6461.jpeg,512,512,crop,253,227,315,289
agri_0_6461.jpeg,512,512,crop,322,190,415,289
agri_0_6461.jpeg,512,512,crop,318,23,353,128
agri_0_6461.jpeg,512,512,crop,376,83,417,128
agri_0_6461.jpeg,512,512,crop,269,130,293,170
agri_0_6461.jpeg,512,512,crop,39,178,85,219
agri_0_6461.jpeg,512,512,crop,108,372,174,408
agri_0_6461.jpeg,512,512,crop,469,107,512,158
agri_0_6461.jpeg,512,512,crop,435,23,512,100
agri_0_1729.jpeg,512,512,weed,17,76,404,500
agri_0_4116.jpeg,512,512,crop,84,49,458,446
agri_0_1572.jpeg,512,512,weed,115,32,197,88
agri_0_1572.jpeg,512,512,weed,185,100,488,348
agri_0_1572.jpeg,512,512,weed,7,173,160,428
agri_0_7443.jpeg,512,512,weed,145,96,412,304
agri_0_5352.jpeg,512,512,crop,0,81,473,443
agri_0_4785.jpeg,512,512,weed,204,227,289,328
agri_0_5780.jpeg,512,512,crop,224,248,305,328
agri_0_5780.jpeg,512,512,crop,417,234,490,322
agri_0_5780.jpeg,512,512,crop,360,2,497,57
agri_0_5780.jpeg,512,512,crop,240,444,298,500
agri_0_5780.jpeg,512,512,crop,188,8,229,48
agri_0_5780.jpeg,512,512,crop,199,339,255,400
agri_0_543.jpeg,512,512,weed,128,236,257,412
agri_0_8565.jpeg,512,512,crop,1,63,512,393
agri_0_8565.jpeg,512,512,crop,205,366,477,511
agri_0_3213.jpeg,512,512,weed,226,193,329,355
agri_0_3213.jpeg,512,512,weed,6,99,153,270
agri_0_3213.jpeg,512,512,weed,351,380,455,476
agri_0_1851.jpeg,512,512,weed,198,127,384,300
agri_0_9486.jpeg,512,512,weed,10,26,474,488
agri_0_4118.jpeg,512,512,weed,47,124,408,478
agri_0_5736.jpeg,512,512,weed,104,80,400,382
agri_0_7135.jpeg,512,512,weed,20,17,467,480
agri_0_934.jpeg,512,512,weed,112,142,412,376
agri_0_567.jpeg,512,512,weed,107,230,364,384
agri_0_7091.jpeg,512,512,crop,7,19,503,487
agri_0_1619.jpeg,512,512,crop,82,142,418,376
agri_0_9284.jpeg,512,512,crop,14,13,510,500
agri_0_1868.jpeg,512,512,weed,39,30,497,504
agri_0_5896.jpeg,512,512,crop,3,6,512,508
agri_0_9032.jpeg,512,512,crop,16,200,497,423
agri_0_7106.jpeg,512,512,weed,47,47,428,489
agri_0_3045.jpeg,512,512,weed,56,78,448,398
agri_0_3045.jpeg,512,512,weed,343,375,512,494
agri_0_7219.jpeg,512,512,weed,28,20,477,474
agri_0_9776.jpeg,512,512,crop,25,15,496,495
agri_0_7943.jpeg,512,512,crop,31,3,462,512
agri_0_5644.jpeg,512,512,crop,49,25,467,454
agri_0_2390.jpeg,512,512,weed,141,166,405,333
agri_0_2001.jpeg,512,512,weed,117,112,436,477
agri_0_9327.jpeg,512,512,weed,29,177,452,408
agri_0_4055.jpeg,512,512,weed,106,103,424,421
agri_0_4553.jpeg,512,512,crop,3,30,512,510
agri_0_6717.jpeg,512,512,crop,23,61,512,510
agri_0_4862.jpeg,512,512,weed,74,84,377,380
agri_0_8959.jpeg,512,512,crop,50,28,440,512
agri_0_5246.jpeg,512,512,weed,86,174,420,511
agri_0_3328.jpeg,512,512,weed,0,152,461,472
agri_0_3328.jpeg,512,512,weed,357,65,504,145
agri_0_7681.jpeg,512,512,crop,160,169,416,340
agri_0_5949.jpeg,512,512,weed,93,109,472,340
agri_0_7844.jpeg,512,512,weed,89,106,436,378
agri_0_7844.jpeg,512,512,weed,394,317,512,464
agri_0_6523.jpeg,512,512,crop,93,127,411,418
agri_0_6354.jpeg,512,512,crop,213,201,324,313
agri_0_4337.jpeg,512,512,weed,215,191,310,295
agri_0_3648.jpeg,512,512,weed,58,133,471,353
agri_0_1242.jpeg,512,512,crop,19,110,499,472
agri_0_3555.jpeg,512,512,crop,97,111,484,475
agri_0_1079.jpeg,512,512,weed,6,4,501,500
agri_0_4499.jpeg,512,512,crop,29,1,443,512
agri_0_8490.jpeg,512,512,crop,88,138,387,274
agri_0_6468.jpeg,512,512,weed,49,47,416,343
agri_0_9804.jpeg,512,512,crop,89,1,511,512
agri_0_9804.jpeg,512,512,crop,24,132,264,450
agri_0_2525.jpeg,512,512,crop,12,13,501,495
agri_0_8095.jpeg,512,512,weed,43,85,493,416
agri_0_2469.jpeg,512,512,weed,26,109,496,430
agri_0_1642.jpeg,512,512,weed,8,27,512,353
agri_0_1642.jpeg,512,512,weed,7,368,144,482
agri_0_8107.jpeg,512,512,weed,50,124,425,414
agri_0_5494.jpeg,512,512,crop,77,3,439,512
agri_0_5362.jpeg,512,512,weed,69,121,428,465
agri_0_6268.jpeg,512,512,weed,76,105,396,463
agri_0_9584.jpeg,512,512,crop,72,134,449,367
agri_0_113.jpeg,512,512,weed,62,43,468,498
agri_0_3289.jpeg,512,512,weed,307,224,496,396
agri_0_3289.jpeg,512,512,weed,196,21,418,167
agri_0_3289.jpeg,512,512,weed,41,180,195,400
agri_0_8746.jpeg,512,512,weed,106,149,316,455
agri_0_8746.jpeg,512,512,weed,359,39,493,480
agri_0_6703.jpeg,512,512,weed,4,48,429,512
agri_0_4845.jpeg,512,512,weed,28,173,380,409
agri_0_9176.jpeg,512,512,crop,4,4,237,198
agri_0_9176.jpeg,512,512,crop,86,122,491,448
agri_0_9176.jpeg,512,512,crop,318,72,511,270
agri_0_8143.jpeg,512,512,weed,73,68,488,492
agri_0_4356.jpeg,512,512,crop,46,70,492,452
agri_0_8388.jpeg,512,512,crop,71,70,433,358
agri_0_7796.jpeg,512,512,crop,46,69,511,408
agri_0_7796.jpeg,512,512,crop,0,1,319,180
agri_0_2322.jpeg,512,512,crop,56,37,434,508
agri_0_8413.jpeg,512,512,weed,136,161,338,313
agri_0_7241.jpeg,512,512,weed,41,84,297,411
agri_0_3913.jpeg,512,512,weed,69,65,416,402
agri_0_3556.jpeg,512,512,weed,192,124,394,354
agri_0_808.jpeg,512,512,weed,50,130,409,448
agri_0_8315.jpeg,512,512,crop,5,41,512,496
agri_0_5145.jpeg,512,512,crop,24,129,450,387
agri_0_5145.jpeg,512,512,crop,1,0,256,237
agri_0_5145.jpeg,512,512,crop,199,4,509,160
agri_0_57.jpeg,512,512,crop,23,14,474,444
agri_0_57.jpeg,512,512,crop,26,93,162,228
agri_0_8904.jpeg,512,512,weed,18,8,497,505
agri_0_773.jpeg,512,512,crop,32,65,417,512
agri_0_3471.jpeg,512,512,crop,34,52,428,317
agri_0_3471.jpeg,512,512,crop,187,306,305,415
agri_0_4010.jpeg,512,512,weed,146,90,442,394
agri_0_6449.jpeg,512,512,crop,63,115,441,408
agri_0_76.jpeg,512,512,weed,183,132,417,326
agri_0_76.jpeg,512,512,weed,433,330,512,467
agri_0_76.jpeg,512,512,weed,124,275,171,331
agri_0_76.jpeg,512,512,weed,248,369,324,430
agri_0_76.jpeg,512,512,weed,0,27,41,95
agri_0_7283.jpeg,512,512,crop,50,3,412,512
agri_0_6355.jpeg,512,512,weed,130,78,335,369
agri_0_6679.jpeg,512,512,weed,107,62,440,396
agri_0_6679.jpeg,512,512,weed,12,200,133,323
agri_0_6679.jpeg,512,512,weed,72,437,344,512
agri_0_7623.jpeg,512,512,crop,78,25,467,418
agri_0_5019.jpeg,512,512,crop,15,10,499,455
agri_0_9145.jpeg,512,512,crop,166,181,240,247
agri_0_9145.jpeg,512,512,crop,78,66,164,139
agri_0_9145.jpeg,512,512,crop,52,269,100,320
agri_0_9145.jpeg,512,512,crop,192,386,235,436
agri_0_9145.jpeg,512,512,crop,362,244,407,305
agri_0_9145.jpeg,512,512,crop,55,161,97,202
agri_0_9145.jpeg,512,512,crop,164,311,198,337
agri_0_8417.jpeg,512,512,weed,116,121,346,385
agri_0_7588.jpeg,512,512,crop,36,80,500,414
agri_0_7985.jpeg,512,512,crop,119,82,467,415
agri_0_6308.jpeg,512,512,weed,87,197,406,435
agri_0_6154.jpeg,512,512,weed,70,160,448,448
agri_0_8872.jpeg,512,512,crop,27,22,499,494
agri_0_9144.jpeg,512,512,crop,6,17,453,400
agri_0_2595.jpeg,512,512,weed,16,40,408,394
agri_0_6814.jpeg,512,512,crop,109,185,416,465
agri_0_6814.jpeg,512,512,crop,46,60,327,258
agri_0_357.jpeg,512,512,weed,128,84,360,461
agri_0_8815.jpeg,512,512,crop,6,4,495,473
agri_0_223.jpeg,512,512,weed,10,8,492,491
agri_0_5088.jpeg,512,512,crop,7,6,512,510
agri_0_9085.jpeg,512,512,weed,41,26,504,512
agri_0_4909.jpeg,512,512,crop,5,18,424,468
agri_0_2256.jpeg,512,512,crop,111,143,439,406
agri_0_8654.jpeg,512,512,weed,85,169,422,395
agri_0_8675.jpeg,512,512,weed,100,18,422,396
agri_0_1477.jpeg,512,512,crop,32,40,400,382
agri_0_4123.jpeg,512,512,crop,5,1,479,512
agri_0_1350.jpeg,512,512,weed,180,160,321,380
agri_0_3234.jpeg,512,512,weed,266,219,505,506
agri_0_6157.jpeg,512,512,weed,45,73,491,425
agri_0_6160.jpeg,512,512,weed,209,181,329,301
agri_0_6160.jpeg,512,512,weed,33,28,138,122
agri_0_5182.jpeg,512,512,weed,169,105,378,399
agri_0_9172.jpeg,512,512,crop,52,46,413,421
agri_0_1171.jpeg,512,512,crop,0,106,502,432
agri_0_7362.jpeg,512,512,weed,106,221,370,375
agri_0_2670.jpeg,512,512,weed,161,57,382,429
agri_0_6342.jpeg,512,512,weed,15,51,491,411
agri_0_7756.jpeg,512,512,weed,56,46,421,444
agri_0_8269.jpeg,512,512,weed,96,136,420,497
agri_0_5786.jpeg,512,512,crop,195,70,228,112
agri_0_5786.jpeg,512,512,crop,153,187,252,256
agri_0_5786.jpeg,512,512,crop,111,256,171,319
agri_0_5786.jpeg,512,512,crop,0,203,77,305
agri_0_5786.jpeg,512,512,crop,401,129,478,190
agri_0_5786.jpeg,512,512,crop,311,381,381,460
agri_0_5786.jpeg,512,512,crop,221,337,261,364
agri_0_5786.jpeg,512,512,crop,329,20,426,86
agri_0_5786.jpeg,512,512,crop,435,266,512,320
agri_0_5786.jpeg,512,512,crop,312,241,386,339
agri_0_4937.jpeg,512,512,weed,99,63,439,405
agri_0_4586.jpeg,512,512,crop,17,37,474,477
agri_0_6848.jpeg,512,512,crop,319,306,390,354
agri_0_6848.jpeg,512,512,crop,320,241,393,276
agri_0_6848.jpeg,512,512,crop,89,243,160,327
agri_0_6848.jpeg,512,512,crop,114,355,163,480
agri_0_6848.jpeg,512,512,crop,304,414,353,453
agri_0_6848.jpeg,512,512,crop,332,43,392,146
agri_0_6848.jpeg,512,512,crop,203,77,237,107
agri_0_6848.jpeg,512,512,crop,446,75,487,141
agri_0_6120.jpeg,512,512,crop,48,0,512,502
agri_0_7279.jpeg,512,512,crop,73,5,438,512
agri_0_7997.jpeg,512,512,crop,14,112,460,512
agri_0_6827.jpeg,512,512,weed,39,174,420,407
agri_0_2714.jpeg,512,512,crop,1,80,505,477
agri_0_665.jpeg,512,512,crop,0,60,504,409
agri_0_8609.jpeg,512,512,crop,15,21,501,484
agri_0_452.jpeg,512,512,weed,3,82,496,433
agri_0_8358.jpeg,512,512,crop,145,85,392,328
agri_0_7959.jpeg,512,512,crop,16,23,506,478
agri_0_248.jpeg,512,512,weed,91,99,353,436
agri_0_9601.jpeg,512,512,crop,31,70,450,460
agri_0_8574.jpeg,512,512,crop,99,85,484,476
agri_0_6917.jpeg,512,512,crop,16,100,485,376
agri_0_3964.jpeg,512,512,crop,116,112,183,168
agri_0_3964.jpeg,512,512,crop,322,80,354,115
agri_0_3964.jpeg,512,512,crop,294,155,327,184
agri_0_3964.jpeg,512,512,crop,120,188,185,242
agri_0_3964.jpeg,512,512,crop,222,180,250,211
agri_0_3964.jpeg,512,512,crop,121,282,162,356
agri_0_3964.jpeg,512,512,crop,80,391,150,446
agri_0_3964.jpeg,512,512,crop,405,263,438,307
agri_0_3964.jpeg,512,512,crop,349,421,392,454
agri_0_3964.jpeg,512,512,crop,23,250,77,292
agri_0_3964.jpeg,512,512,crop,36,361,76,395
agri_0_3964.jpeg,512,512,crop,60,315,89,352
agri_0_1992.jpeg,512,512,weed,64,114,414,345
agri_0_630.jpeg,512,512,weed,103,145,410,403
agri_0_2498.jpeg,512,512,weed,29,108,492,429
agri_0_1779.jpeg,512,512,weed,1,0,384,424
agri_0_1779.jpeg,512,512,weed,410,269,497,363
agri_0_3752.jpeg,512,512,weed,56,177,458,488
agri_0_7070.jpeg,512,512,weed,32,93,512,440
agri_0_7344.jpeg,512,512,weed,106,58,450,376
agri_0_2082.jpeg,512,512,weed,88,32,508,433
agri_0_7388.jpeg,512,512,crop,45,111,488,382
agri_0_4684.jpeg,512,512,weed,178,165,476,303
agri_0_4684.jpeg,512,512,weed,0,93,166,360
agri_0_4684.jpeg,512,512,weed,107,416,221,478
agri_0_7839.jpeg,512,512,weed,56,161,469,395
agri_0_5053.jpeg,512,512,crop,292,311,330,342
agri_0_5053.jpeg,512,512,crop,372,347,407,386
agri_0_5053.jpeg,512,512,crop,336,153,445,203
agri_0_5053.jpeg,512,512,crop,314,65,418,121
agri_0_5053.jpeg,512,512,crop,95,95,216,150
agri_0_5053.jpeg,512,512,crop,19,347,117,395
agri_0_5053.jpeg,512,512,crop,300,476,352,511
agri_0_5053.jpeg,512,512,crop,45,150,126,248
agri_0_5053.jpeg,512,512,crop,234,16,283,43
agri_0_5632.jpeg,512,512,weed,164,148,510,360
agri_0_5632.jpeg,512,512,weed,1,371,100,512
agri_0_5632.jpeg,512,512,weed,0,51,153,217
agri_0_920.jpeg,512,512,crop,24,19,413,389
agri_0_920.jpeg,512,512,crop,244,177,511,504
agri_0_4771.jpeg,512,512,crop,79,80,468,489
agri_0_6652.jpeg,512,512,weed,286,74,455,330
agri_0_6652.jpeg,512,512,weed,74,204,193,371
agri_0_9764.jpeg,512,512,weed,22,40,440,386
agri_0_3514.jpeg,512,512,weed,235,190,324,340
agri_0_3514.jpeg,512,512,weed,7,96,154,248
agri_0_4972.jpeg,512,512,weed,84,156,375,414
agri_0_2077.jpeg,512,512,crop,51,69,432,428
agri_0_9216.jpeg,512,512,weed,305,165,455,403
agri_0_9216.jpeg,512,512,weed,73,158,171,310
agri_0_9474.jpeg,512,512,crop,67,79,512,392
agri_0_6287.jpeg,512,512,weed,101,151,423,378
agri_0_5508.jpeg,512,512,weed,86,150,347,281
agri_0_8842.jpeg,512,512,weed,4,106,341,416
agri_0_8842.jpeg,512,512,weed,366,355,508,512
agri_0_8842.jpeg,512,512,weed,356,44,509,239
agri_0_3900.jpeg,512,512,weed,47,53,483,512
agri_0_9425.jpeg,512,512,weed,68,53,412,391
agri_0_7466.jpeg,512,512,weed,207,198,297,308
agri_0_4355.jpeg,512,512,crop,100,252,143,295
agri_0_4355.jpeg,512,512,crop,270,188,348,244
agri_0_4355.jpeg,512,512,crop,424,278,459,313
agri_0_4355.jpeg,512,512,crop,286,384,314,429
agri_0_4355.jpeg,512,512,crop,347,272,370,300
agri_0_4355.jpeg,512,512,crop,366,73,419,112
agri_0_4355.jpeg,512,512,crop,178,39,207,67
agri_0_4355.jpeg,512,512,crop,264,20,297,50
agri_0_4355.jpeg,512,512,crop,420,171,462,200
agri_0_4355.jpeg,512,512,crop,7,8,68,37
agri_0_6668.jpeg,512,512,crop,38,71,440,447
agri_0_7382.jpeg,512,512,weed,139,162,268,356
agri_0_7382.jpeg,512,512,weed,341,100,470,292
agri_0_5121.jpeg,512,512,crop,1,88,411,472
agri_0_5121.jpeg,512,512,crop,176,1,512,270
agri_0_3706.jpeg,512,512,crop,73,76,411,423
agri_0_9701.jpeg,512,512,crop,24,119,501,445
agri_0_1385.jpeg,512,512,weed,86,80,464,360
agri_0_6279.jpeg,512,512,weed,132,117,476,431
agri_0_1858.jpeg,512,512,crop,88,134,453,389
agri_0_9707.jpeg,512,512,crop,37,84,512,429
agri_0_7208.jpeg,512,512,weed,233,172,324,314
agri_0_7208.jpeg,512,512,weed,8,259,161,430
agri_0_6042.jpeg,512,512,crop,70,1,457,512
agri_0_6034.jpeg,512,512,weed,37,196,502,493
agri_0_6034.jpeg,512,512,weed,168,38,386,181
agri_0_8982.jpeg,512,512,weed,126,163,327,417
agri_0_9952.jpeg,512,512,weed,60,76,511,478
agri_0_2363.jpeg,512,512,crop,44,29,470,488
agri_0_6010.jpeg,512,512,weed,129,80,375,320
agri_0_6010.jpeg,512,512,weed,53,271,419,496
agri_0_4571.jpeg,512,512,weed,78,174,349,292
agri_0_4571.jpeg,512,512,weed,362,200,512,312
agri_0_4571.jpeg,512,512,weed,148,338,392,495
agri_0_4571.jpeg,512,512,weed,228,27,397,121
agri_0_7153.jpeg,512,512,crop,48,93,413,428
agri_0_641.jpeg,512,512,crop,144,172,305,329
agri_0_9264.jpeg,512,512,weed,66,146,361,425
agri_0_5627.jpeg,512,512,crop,8,126,477,404
agri_0_5627.jpeg,512,512,crop,0,4,310,196
agri_0_6326.jpeg,512,512,weed,26,15,466,446
agri_0_9126.jpeg,512,512,crop,80,105,446,418
agri_0_1835.jpeg,512,512,crop,79,3,466,387
agri_0_6419.jpeg,512,512,crop,46,7,436,483
agri_0_2999.jpeg,512,512,weed,73,121,467,399
agri_0_8485.jpeg,512,512,crop,37,5,512,423
agri_0_9875.jpeg,512,512,weed,138,178,340,380
agri_0_1020.jpeg,512,512,weed,66,23,440,336
agri_0_3022.jpeg,512,512,crop,54,10,440,512
agri_0_3412.jpeg,512,512,weed,89,56,427,337
agri_0_3500.jpeg,512,512,crop,2,57,443,406
agri_0_4838.jpeg,512,512,crop,42,38,496,447
agri_0_3736.jpeg,512,512,crop,21,37,504,509
agri_0_3736.jpeg,512,512,crop,192,4,512,305
agri_0_3054.jpeg,512,512,weed,46,133,437,512
agri_0_1026.jpeg,512,512,crop,125,84,383,337
agri_0_3682.jpeg,512,512,weed,16,99,477,487
agri_0_8857.jpeg,512,512,weed,176,156,392,324
agri_0_484.jpeg,512,512,crop,102,75,439,447
agri_0_5821.jpeg,512,512,crop,20,38,476,471
agri_0_5622.jpeg,512,512,weed,77,89,446,448
agri_0_7603.jpeg,512,512,crop,56,155,512,422
agri_0_7603.jpeg,512,512,crop,62,2,511,129
agri_0_3577.jpeg,512,512,crop,98,189,466,376
agri_0_3577.jpeg,512,512,crop,272,0,486,136
agri_0_3805.jpeg,512,512,weed,186,193,385,359
agri_0_2521.jpeg,512,512,crop,30,3,511,437
agri_0_6031.jpeg,512,512,crop,34,71,466,480
agri_0_6031.jpeg,512,512,crop,145,3,512,199
agri_0_3284.jpeg,512,512,crop,24,38,472,505
agri_0_8642.jpeg,512,512,weed,16,113,442,416
agri_0_9450.jpeg,512,512,weed,49,139,391,456
agri_0_6216.jpeg,512,512,weed,71,144,467,385
agri_0_9135.jpeg,512,512,weed,150,186,263,332
agri_0_9135.jpeg,512,512,weed,342,95,472,264
agri_0_3278.jpeg,512,512,weed,90,72,449,363
agri_0_8800.jpeg,512,512,weed,79,155,418,351
agri_0_7018.jpeg,512,512,weed,196,134,386,308
agri_0_654.jpeg,512,512,crop,33,115,512,512
agri_0_5823.jpeg,512,512,crop,19,64,512,482
agri_0_6182.jpeg,512,512,weed,43,121,336,443
agri_0_3186.jpeg,512,512,weed,6,72,500,472
agri_0_2263.jpeg,512,512,crop,1,38,480,480
agri_0_7795.jpeg,512,512,crop,93,101,421,387
agri_0_3093.jpeg,512,512,crop,71,133,438,511
agri_0_1028.jpeg,512,512,crop,225,129,261,161
agri_0_1028.jpeg,512,512,crop,232,66,260,108
agri_0_1028.jpeg,512,512,crop,58,97,94,144
agri_0_1028.jpeg,512,512,crop,198,240,231,261
agri_0_1028.jpeg,512,512,crop,381,192,404,225
agri_0_1028.jpeg,512,512,crop,359,309,401,342
agri_0_1028.jpeg,512,512,crop,211,347,245,376
agri_0_1028.jpeg,512,512,crop,265,399,291,432
agri_0_1028.jpeg,512,512,crop,374,456,407,488
agri_0_1028.jpeg,512,512,crop,64,407,106,430
agri_0_1028.jpeg,512,512,crop,187,480,217,499
agri_0_1028.jpeg,512,512,crop,93,444,116,465
agri_0_2901.jpeg,512,512,weed,249,27,440,259
agri_0_2901.jpeg,512,512,weed,417,228,512,428
agri_0_2901.jpeg,512,512,weed,6,67,105,251
agri_0_5318.jpeg,512,512,weed,28,107,404,339
agri_0_1929.jpeg,512,512,crop,31,76,482,387
agri_0_6857.jpeg,512,512,crop,37,44,460,437
agri_0_2685.jpeg,512,512,weed,180,188,286,354
agri_0_2685.jpeg,512,512,weed,346,94,504,252
agri_0_544.jpeg,512,512,crop,103,53,421,391
